Complexity,Loss,Equation
1,0.9308908,"x5"
2,0.46954829,"tan(x4)"
3,0.4596606,"cube(tan(x4))"
4,0.45963636,"cube(cube(tan(x4)))"
5,0.27858296,"inv(sin(x1 + x4))"
6,0.25510544,"inv(cube(sin(x1 + x4)))"
7,0.25172573,"cube(cube(inv(sin(x1 + x4))))"
8,0.23116602,"inv(inv(cube(x1)) + log(inv(x4)))"
9,0.1916319,"inv(square(sin(inv(x1))) + log(inv(x4)))"
10,0.18572858,"inv(sin(sin(square(inv(x1)))) + log(inv(x4)))"
11,0.17618912,"inv(inv(square(x1 * 1.1042458)) + log(inv(x4)))"
12,0.16975676,"cube(inv(log(inv(x4)) + square(inv(x1 * 1.1042459))))"
13,0.16951834,"cube(inv(sin(log(inv(x4)) + square(inv(x1 * 1.1042452)))))"
14,0.16945454,"inv(log(inv(x4)) + square(inv(x1 * 1.1042428))) / 0.15919259"
15,0.1558612,"x1 / log(cos(x1) + (((x3 / cube(x4)) * x2) - -0.3564819))"
16,0.12371688,"6.235282 / (square((x3 / cube(x4)) * x2) + (cos(x1) - 0.45571706))"
17,0.121454544,"59507.703 / log(cos(x1) + (square(x3 * (x2 / cube(x4))) - -0.54457897))"
19,0.112,"(log(square(cos(x1) + ((x2 * x3) / cube(x4)))) - (x5 / -1.5022671)) * 3.304879e8"
22,0.10327273,"(cos(x1) + log((((x3 / 0.85230595) * (x5 * x2)) / square(cube(x4))) - -0.60802174)) / 5.273255e-16"
24,0.10181818,"inv((cos(x1) + log((((x3 / cos(log(x1))) * x5) * (x2 / square(cube(x4)))) - -0.61669225)) / 75.58793)"
25,0.094545454,"(log(square((x3 * (x2 / cube(x4))) + cos(x1))) + ((square(cos(x3 * x2)) - x5) / -1.4547049)) / 5.4041884e-6"
27,0.073454544,"(((square(x2 * cos(x3 * x2)) - x5) / -1.4547049) + log(square(cos(x1) + ((x3 / cube(x4)) * x2)))) / 5.4041884e-6"
29,0.07345396,"(log(square((x3 * (x2 / cube(x4))) + cos(x1))) + ((square(x2 * cos(x3 * x2)) - x5) / -1.4547049)) / (5.4041884e-6 * x4)"
30,0.069818184,"(log(square(((x3 * x2) / cube(x4)) + cos(x1))) + ((square((x4 + -0.2492009) * cos(x3 * x2)) - x5) / -1.4547049)) / 5.4041884e-6"
33,0.06472727,"(cube(cos(x1)) + ((((square(cos(x2 * x3) * x2) - x5) / -1.4547049) + log(square(((x3 / cube(x4)) * x2) + cos(x1)))) * x0)) / 1.5783069e-16"
39,0.055777032,"(x1 + ((cos(x2 * x3) * 4.26383) + cube(cube((x4 + x1) / (x3 * x2)) * (log(square(cos(x1) + (x2 * (x3 / cube(x4))))) - (x5 / -1.6708046))))) * 10.981191"
41,0.055269264,"(x1 + ((cos(x3 * x2) * 4.26383) + cube(cube((x4 + x1) / (x3 * x2)) * (log(square(cos(x1) + ((x2 * x3) / cube(x4)))) - (x5 / -1.6708046))))) * (10.981191 * x1)"
42,0.051636364,"(cube((log(square(((x3 * x2) / cube(x4)) + cos(x1))) - (x5 / -1.5885279)) * cube((x5 + (inv(x2) + x1)) / (x3 * x2))) + ((cos(x2 * x3) * 5.0065274) + x1)) * 22315.904"
43,0.049454544,"(cube((log(square(cos(x1) + ((x3 * x2) / cube(x4)))) - (x5 / -1.6349099)) * cube(((x5 + x1) + inv(square(x2))) / (x3 * x2))) + (x1 + (cos(x2 * x3) * 5.0208025))) * 1.1187814e8"
47,0.04815778,"cube((log(square(((x3 / cube(x4)) * x2) + cos(x1))) - (x5 / -1.6019077)) * cube(((x4 + x5) + (x1 + inv(x2))) / (x3 * x2))) + (((x1 + (cos(x2 * x3) * 5.0471582)) * exp(x2)) / 0.054890234)"
49,0.048006404,"(cube((log(square(((x3 / cube(x4)) * x2) + cos(x1))) - (x5 / -1.6019077)) * cube(((x4 + x5) + (x1 + inv(x2))) / (x3 * x2))) + (((x1 + (cos(x2 * x3) * 5.0471582)) * exp(x2)) / 0.054890234)) * x0"
50,0.048,"(cube((log(square(((x3 / cube(x4)) * x2) + cos(x1))) - (x5 / -1.6019077)) * cube(((x4 + x5) + (x1 + inv(x2))) / (x3 * x2))) + ((exp(x2) * (x1 + (cos(x2 * x3) * 5.0471582))) / 0.054890234)) * exp(x1)"
