Complexity,Loss,Equation
1,0.92349327,"x5"
2,0.46957767,"tan(x4)"
3,0.45965856,"cube(tan(x4))"
4,0.45963636,"cube(cube(tan(x4)))"
5,0.26097456,"inv(sin(x1 + x4))"
6,0.23766375,"cube(inv(sin(x1 + x4)))"
7,0.23372121,"tan(sqrt(x1 + log(square(x4))))"
8,0.19496888,"tan(sqrt((x1 + 0.102722265) * x4))"
9,0.18886936,"tan(sqrt(x4 + (log(x1) * square(x4))))"
10,0.17495017,"tan(sqrt((square(x1) * log(x4)) + 1.6472644))"
11,0.15019585,"(cube(cube(x4)) * (sqrt(x5) - x1)) + 7.745092"
13,0.13623868,"((sqrt(x5) - x1) * exp(cube(x4))) + exp(x3 * x2)"
14,0.13598393,"(cube(x3) + exp(x2)) + (cube(cube(x4)) * (sqrt(x5) - x1))"
15,0.13177629,"(((sqrt(x5) - x1) * exp(cube(x4))) + exp(x3 * x2)) * x1"
16,0.12509091,"((exp(cube(x4)) * (sqrt(x5) - x1)) + exp(x3 * x2)) * 5.2289497e12"
18,0.12381843,"x4 + (exp(x1) * ((x2 * exp(x3)) + ((sqrt(x5) - x1) * exp(cube(x4)))))"
19,0.113586396,"(((x2 + (x3 * sqrt(x5))) - ((x4 * x4) * x1)) * cube(cube(x1))) + exp(x5)"
20,0.112670645,"(cube(cube(x1)) * (((x3 + x2) * sqrt(sqrt(x5))) - (x1 * (x4 * x4)))) + exp(x5)"
21,0.103946865,"(((x3 + (sqrt(x5) * x2)) - ((x4 * x4) * x1)) * cube(cube(x1))) + exp(x5 * x3)"
22,0.10323469,"(((sqrt(x5) + (x3 * x2)) - ((x1 * x4) * x4)) * cube(cube(x1))) + exp(x5 * sqrt(x5))"
23,0.10098845,"x4 * ((((x3 + (sqrt(x5) * x2)) - ((x4 * x4) * x1)) * cube(cube(x1))) + exp(x5 * x3))"
24,0.09789544,"((x4 * ((x3 + (x2 * sqrt(x5))) - ((x4 * x4) * x1))) * cube(cube(x1))) + exp(x5 / 0.6280563)"
25,0.09524123,"(exp(sqrt(x5) * x5) + (((sqrt(x5) + (x3 * x2)) - ((x4 * x1) * x4)) * cube(cube(x1)))) / 0.34726006"
27,0.08965088,"x4 * (((x5 * 7.118565) + (((x2 + sqrt(square(x3) * x5)) - ((x1 * x4) * x4)) * cube(cube(x1)))) - exp(x3))"
28,0.085090905,"(((x5 * 7.0278063) + (cube(cube(x1)) * ((x2 - ((x4 * x1) * x4)) + sqrt(x5 * square(x3))))) - exp(x3)) / 8.434986e-5"
31,0.084294,"(((x5 * 7.717814) + ((cube(cube(x1)) * (sqrt(square(x3) * x5) + (x2 - ((x1 * x4) * x4)))) - exp(x3))) - x2) * inv(0.046286743)"
33,0.083636366,"((((cube(cube(x1)) * ((sqrt(square(x3) * x5) + x2) - (x4 * (x1 * x4)))) - exp(x3)) + ((7.7141895 * x5) - x2)) / 0.005973233) * cube(x3)"
34,0.08332515,"((x5 * 7.7141895) + (((cube(cube(x1)) * ((x2 + sqrt(square(x3) * x5)) - ((x1 * x4) * x4))) - exp(x3)) - 1.260642)) * cube(square(x3 * x5))"
36,0.0827336,"(((((((sqrt(square(x3) * x5) + x2) - ((x1 * x4) * x4)) * cube(cube(x1))) - exp(x3)) - 1.5442668) + (x5 * 7.8841586)) * cube(square(x3 * x5))) - x2"
38,0.082443945,"(cube(square(x3 * x5)) * (((x5 * 7.736358) + ((cube(cube(x1)) * (x2 + (sqrt(square(x3) * x5) - (x1 * (x4 * x4))))) - exp(x3))) - 1.2498474)) - (x2 + x1)"
39,0.082245864,"exp(x3) * (((((x5 * 7.7141895) + ((cube(cube(x1)) * ((x2 + sqrt(square(x3) * x5)) - ((x4 * x1) * x4))) - exp(x3))) - 1.260642) * cube(x3 * square(x5))) - x0)"
40,0.07490909,"((((x4 - x2) * -0.80954766) + (x4 * ((x4 + ((x3 * ((sqrt(x5) - x4) + ((x4 - x1) * cos(x2 * (x3 / x4))))) + 0.1742945)) - (x1 * x4)))) + x3) / 4.4976134e-9"
43,0.06690909,"((x3 + ((x4 - x2) * -0.80954766)) + (((x4 + (((sqrt(x5) - x4) + ((cos(x2 * (x3 / x4)) * (x4 - x1)) + 0.1742945)) * x3)) - ((x1 * x4) + 0.04129351)) * x4)) / 4.4976134e-9"
